text,link
서울대학교 연합전공 인공지능,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=1131&docId=481160783&qb=7J246rO17KeA64ql&enc=utf8
고1 인공지능기초 성취율,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=8080102&docId=483717186&qb=7J246rO17KeA64ql&enc=utf8
인공지능이 대체한 일자리,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40613&docId=483238452&qb=7J246rO17KeA64ql&enc=utf8
인공지능학과 고교 선택과목 물리... ,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=11050404&docId=482774671&qb=7J246rO17KeA64ql&enc=utf8
인공 지능 스피커 어디 제품이 좋은가요?,https://kin.naver.com/qna/detail.naver?d1id=5&dirId=50204&docId=408565863&qb=7J246rO17KeA64ql&enc=utf8
인공지능학과 대학,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110408&docId=483559570&qb=7J246rO17KeA64ql&enc=utf8
Ai인공지능,https://kin.naver.com/qna/detail.naver?d1id=3&dirId=30103&docId=481891841&qb=7J246rO17KeA64ql&enc=utf8
건조기 인공지능건조,https://kin.naver.com/qna/detail.naver?d1id=5&dirId=50104&docId=482842384&qb=7J246rO17KeA64ql&enc=utf8
인공지능 전문가,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110408&docId=480804941&qb=7J246rO17KeA64ql&enc=utf8
인공지능으로 대체되나요,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80101&docId=482933807&qb=7J246rO17KeA64ql&enc=utf8
"사랑의 인공지능, 줄거리가 어떻게 되나요?",https://kin.naver.com/qna/detail.naver?d1id=3&dirId=30101&docId=483726723&qb=7J246rO17KeA64ql&enc=utf8
"인공지능, 미술",https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110304&docId=482913187&qb=7J246rO17KeA64ql&enc=utf8
인공지능기술은 현재 어디까지 발전했나요?,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110412&docId=479784730&qb=7J246rO17KeA64ql&enc=utf8
인공지능과 인간 공존 관련 책,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80606&docId=482888125&qb=7J246rO17KeA64ql&enc=utf8
범용인공지능(AGI) 뜻과 개념은... ,https://kin.naver.com/qna/detail.naver?d1id=1&dirId=1020203&docId=484188492&qb=7J246rO17KeA64ql&enc=utf8
의료 인공지능을 4가지 관점에서 봤을 때... ,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110410&docId=483725998&qb=7J246rO17KeA64ql&enc=utf8
생기부 인공지능에서 전기전자공학과,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=11050403&docId=483403310&qb=7J246rO17KeA64ql&enc=utf8
인공 지능 스피커 어떤 제품들이 있나요?,https://kin.naver.com/qna/detail.naver?d1id=5&dirId=50103&docId=478742501&qb=7J246rO17KeA64ql&enc=utf8
서울대 인공지능 관련 학과,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=11050404&docId=480321853&qb=7J246rO17KeA64ql&enc=utf8
인공지능 스피커 발명,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110304&docId=472645997&qb=7J246rO17KeA64ql&enc=utf8
인공지능 전문가,https://kin.naver.com/qna/detail.naver?d1id=1&dirId=10405&docId=480957049&qb=7J246rO17KeA64ql&enc=utf8
인공지능 로봇 중고여도 괜찮나요?,https://kin.naver.com/qna/detail.naver?d1id=5&dirId=501&docId=480639798&qb=7J246rO17KeA64ql&enc=utf8
인공지능으로 주식 주가 예측이... ,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=1131&docId=440251521&qb=7J246rO17KeA64ql&enc=utf8
인공지능 발달로 인한 실업을 대비,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=11050404&docId=483967926&qb=7J246rO17KeA64ql&enc=utf8
인공지능 의료기기 임상시험의... ,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6&docId=475887315&qb=7J246rO17KeA64ql&enc=utf8
한국에서 인공지능시티,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80101&docId=475774359&qb=7J246rO17KeA64ql&enc=utf8
개급한 고1통합사회 인공지능 저작권에... ,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110311&docId=484524503&qb=7J246rO17KeA64ql&enc=utf8
인공지능(AI)전문가 되려면?,https://kin.naver.com/qna/detail.naver?d1id=1&dirId=110&docId=477177281&qb=7J246rO17KeA64ql&enc=utf8
인공지능 학과 선택 과목,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110408&docId=479062753&qb=7J246rO17KeA64ql&enc=utf8
인공지능에 활용된 기술은 뭔가요?,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110311&docId=483479800&qb=7J246rO17KeA64ql&enc=utf8
로봇과 인공지능이 인간의 일자리를... ,https://kin.naver.com/qna/detail.naver?d1id=3&dirId=3031003&docId=483268647&qb=7J246rO17KeA64ql&enc=utf8
인공지능학과 동아리,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110408&docId=482776329&qb=7J246rO17KeA64ql&enc=utf8
"인공지능, 사물인터넷, 빅데이터",https://kin.naver.com/qna/detail.naver?d1id=1&dirId=108&docId=481044613&qb=7J246rO17KeA64ql&enc=utf8
인공지능에 의해서 세상이 변화하게 될까요,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=111605&docId=484208629&qb=7J246rO17KeA64ql&enc=utf8
인공지능 시대가 오면,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=61303&docId=476857025&qb=7J246rO17KeA64ql&enc=utf8
SK인공지능스피커(누구) 설치정보좀요,https://kin.naver.com/qna/detail.naver?d1id=10&dirId=100106&docId=392442135&qb=7J246rO17KeA64ql&enc=utf8
인공지능개발 강의 어떤 곳이 좋은가요?,https://kin.naver.com/qna/detail.naver?d1id=1&dirId=1020303&docId=431727953&qb=7J246rO17KeA64ql&enc=utf8
인공지능이 정말로 미래 사회에서 큰... ,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110410&docId=483443134&qb=7J246rO17KeA64ql&enc=utf8
인공지능의 범위가 궁금합니다.,https://kin.naver.com/qna/detail.naver?d1id=1&dirId=10403&docId=484822115&qb=7J246rO17KeA64ql&enc=utf8
소방시설관리사 인공지능 대체 가능성,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=406&docId=479840240&qb=7J246rO17KeA64ql&enc=utf8
"인공지능 커버 사이트, 앱",https://kin.naver.com/qna/detail.naver?d1id=5&dirId=50603&docId=479395345&qb=7J246rO17KeA64ql&enc=utf8
인공지능을 이용한 교육 방식 관련 책 추천,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40602&docId=480274671&qb=7J246rO17KeA64ql&enc=utf8
서울인공지능고등학교 어때요? 재학 중,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110407&docId=432387757&qb=7J246rO17KeA64ql&enc=utf8
고2 인공지능 수행평가,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=1118&docId=483016063&qb=7J246rO17KeA64ql&enc=utf8
인공지능학과 필수과목,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110408&docId=472936013&qb=7J246rO17KeA64ql&enc=utf8
체육 인공지능,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110405&docId=483679131&qb=7J246rO17KeA64ql&enc=utf8
"인공지능, 사물인터넷, 빅데이터",https://kin.naver.com/qna/detail.naver?d1id=1&dirId=108&docId=481711381&qb=7J246rO17KeA64ql&enc=utf8
인공지능 공부 학원,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40602&docId=471560489&qb=7J246rO17KeA64ql&enc=utf8
한국해양대 해사인공지능보안학부,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=1125&docId=484241992&qb=7J246rO17KeA64ql&enc=utf8
인공지능 학과 가려면 어케하나요,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110408&docId=479444271&qb=7J246rO17KeA64ql&enc=utf8
목포대 한국공대 인공지능학과,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110504&docId=471450538&qb=7J246rO17KeA64ql&enc=utf8
사람이 인공지능,https://kin.naver.com/qna/detail.naver?d1id=1&dirId=10101&docId=478913541&qb=7J246rO17KeA64ql&enc=utf8
인공지능과 로봇이 보편화 되면... ,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=111004&docId=482989607&qb=7J246rO17KeA64ql&enc=utf8
인공지능 채팅 앱 중에 좋은 거 있나요,https://kin.naver.com/qna/detail.naver?d1id=1&dirId=106&docId=479693960&qb=7J246rO17KeA64ql&enc=utf8
인공지능 개발자 MBTI는 INTJ이죠?,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=1111&docId=478828172&qb=7J246rO17KeA64ql&enc=utf8
연세대 미래에 인공지능학과가 있는건가요?,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=1104&docId=478588906&qb=7J246rO17KeA64ql&enc=utf8
물리학과 지망인데 인공지능 프로그래밍... ,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=11050403&docId=482255857&qb=7J246rO17KeA64ql&enc=utf8
파이썬 인공지능,https://kin.naver.com/qna/detail.naver?d1id=1&dirId=10402&docId=404905731&qb=7J246rO17KeA64ql&enc=utf8
AI인공지능매매 사기인가요??,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40102&docId=480494468&qb=7J246rO17KeA64ql&enc=utf8
기계공학과 인공지능의 연관되는 부분좀... ,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=1126&docId=390434990&qb=7J246rO17KeA64ql&enc=utf8
인공지능 AI 전문가 과정 알아보는데요,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110503&docId=479250039&qb=7J246rO17KeA64ql&enc=utf8
인플렉션에서 만든 인공지능 기기의 이름,https://kin.naver.com/qna/detail.naver?d1id=20&dirId=2001&docId=479356502&qb=7J246rO17KeA64ql&enc=utf8
왜 한국만 인공지능 만들어서 의존하려... ,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=61301&docId=472058020&qb=7J246rO17KeA64ql&enc=utf8
유방촬영 인공지능 영상분석 믿을만한가요?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70103&docId=458835767&qb=7J246rO17KeA64ql&enc=utf8
인공지능학과?,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110408&docId=482307245&qb=7J246rO17KeA64ql&enc=utf8
인공지능의 발전과 긍정적 현황,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110412&docId=477434126&qb=7J246rO17KeA64ql&enc=utf8
"알파7 Gen5 , 5세대 인공지능 알파 7",https://kin.naver.com/qna/detail.naver?d1id=5&dirId=501&docId=474758075&qb=7J246rO17KeA64ql&enc=utf8
인공지능의 현재 이용 사례,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110304&docId=483636237&qb=7J246rO17KeA64ql&enc=utf8
오버워치 인공지능이 안나와요,https://kin.naver.com/qna/detail.naver?d1id=2&dirId=20313&docId=479553163&qb=7J246rO17KeA64ql&enc=utf8
광주인공지능학원 있을까요?,https://kin.naver.com/qna/detail.naver?d1id=1&dirId=10406&docId=384758568&qb=7J246rO17KeA64ql&enc=utf8
컴퓨터공학과 생기부 인공지능,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110408&docId=483468972&qb=7J246rO17KeA64ql&enc=utf8
인공지능의 등장으로 자동차 정비사에게... ,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40609&docId=483868242&qb=7J246rO17KeA64ql&enc=utf8
인공지능 주식 매매 프로그램,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40102&docId=471257208&qb=7J246rO17KeA64ql&enc=utf8
천문학과 인공지능이 접목된 도서,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=1115&docId=483955717&qb=7J246rO17KeA64ql&enc=utf8
인공지능 프로그래밍을,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40608&docId=482040217&qb=7J246rO17KeA64ql&enc=utf8
헬스케어 분야에서 인공지능의 역할,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=1114&docId=484407882&qb=7J246rO17KeA64ql&enc=utf8
통합적 관점 인공지능 실업,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110402&docId=467067918&qb=7J246rO17KeA64ql&enc=utf8
2 일반적인 인공지능 쳇GPT 궁금증 해소,https://kin.naver.com/qna/detail.naver?d1id=1&dirId=102&docId=482927238&qb=7J246rO17KeA64ql&enc=utf8
인공지능 헬스케어 등장배경,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=1114&docId=484407736&qb=7J246rO17KeA64ql&enc=utf8
인공지능을 활용한 미래의 직업,https://kin.naver.com/qna/detail.naver?d1id=1&dirId=111&docId=483616606&qb=7J246rO17KeA64ql&enc=utf8
인공지능 발달에 따른 경제적 문제점,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=408&docId=443496476&qb=7J246rO17KeA64ql&enc=utf8
인공지능과 스마트폰,https://kin.naver.com/qna/detail.naver?d1id=1&dirId=10401&docId=472581025&qb=7J246rO17KeA64ql&enc=utf8
ISO42001 인공지능경영시스템 인증... ,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40405&docId=482293232&qb=7J246rO17KeA64ql&enc=utf8
인공 지능 의료기술에 사용되는 수학,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110203&docId=479229887&qb=7J246rO17KeA64ql&enc=utf8
월드워 3 인공지능이랑 할수 있나요,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=814&docId=477193027&qb=7J246rO17KeA64ql&enc=utf8
인공지능의 발달,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=1127&docId=476630959&qb=7J246rO17KeA64ql&enc=utf8
인공지능보다 사이버보안이 진출장벽?,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=406&docId=482121502&qb=7J246rO17KeA64ql&enc=utf8
인공지능 관련주 정리좀요,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40102&docId=343917728&qb=7J246rO17KeA64ql&enc=utf8
바둑인공지능을 설치하고 싶습니다.,https://kin.naver.com/qna/detail.naver?d1id=2&dirId=20701&docId=478824581&qb=7J246rO17KeA64ql&enc=utf8
인공지능 개발자,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40608&docId=473747130&qb=7J246rO17KeA64ql&enc=utf8
sk인공지능 스피커,https://kin.naver.com/qna/detail.naver?d1id=1&dirId=108&docId=472542785&qb=7J246rO17KeA64ql&enc=utf8
내신으로 가고 싶은 인서울 인공지능학과,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=11050404&docId=481155842&qb=7J246rO17KeA64ql&enc=utf8
인공지능 뉴스,https://kin.naver.com/qna/detail.naver?d1id=3&dirId=30103&docId=477168316&qb=7J246rO17KeA64ql&enc=utf8
인공지능 Ai 제미니 질문 좀 하겠습니다.,https://kin.naver.com/qna/detail.naver?d1id=1&dirId=10704&docId=483013745&qb=7J246rO17KeA64ql&enc=utf8
인공지능학과,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=11050403&docId=480969091&qb=7J246rO17KeA64ql&enc=utf8
인공지능 재벌 웹소설 추천가능한가요???,https://kin.naver.com/qna/detail.naver?d1id=3&dirId=3070106&docId=477095002&qb=7J246rO17KeA64ql&enc=utf8
인공지능 면접 채택해드립니다,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=406&docId=476716501&qb=7J246rO17KeA64ql&enc=utf8
인공지능 생기부 보안학과,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110408&docId=480978687&qb=7J246rO17KeA64ql&enc=utf8
"인공지능,빅데이터 관련 인문계열 학과",https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110408&docId=480022863&qb=7J246rO17KeA64ql&enc=utf8
미래 직업 인공지능,https://kin.naver.com/qna/detail.naver?d1id=1&dirId=10405&docId=479731810&qb=7J246rO17KeA64ql&enc=utf8
전남대 인공지능학부 충원합격 가능성?,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=11050403&docId=479508777&qb=7J246rO17KeA64ql&enc=utf8
인공지능 관련 도서 추천,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40608&docId=478169259&qb=7J246rO17KeA64ql&enc=utf8
인공지능이 기계공학에 미치는 영향,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=1126&docId=483326369&qb=7J246rO17KeA64ql&enc=utf8
인공지능의 정의,https://kin.naver.com/qna/detail.naver?d1id=1&dirId=104&docId=477464921&qb=7J246rO17KeA64ql&enc=utf8
인공지능 전문가가 되려면 어떤 과목을... ,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110502&docId=481326763&qb=7J246rO17KeA64ql&enc=utf8
인공지능의 저작권 문제가 발생한 시대적... ,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60205&docId=483722504&qb=7J246rO17KeA64ql&enc=utf8
